"team ID","week","passing score","rushing score","win score","defense score","first down","special teams","total score"
"277","1","55.150000000000006","6.17","10.2","-2.1170000000000004","8.200000000000001","11.370000000000001","88.97300000000001"
"2633","1","18.4","12.83","-10.2","-5.299","12.2","13.74","41.671"
"2617","1","8.899999999999999","4.26","-16.4","-9.506","6.6000000000000005","28.590000000000003","22.444000000000003"
"344","1","52.1","35.37","16.4","2.6819999999999995","12.9","10.41","129.86200000000002"
"68","1","42.8","17.84","12.2","17.557","7.6","8.88","106.877"
"2653","1","20.3","18.64","-12.2","-1.072000000000001","10.8","13.700000000000001","50.168000000000006"
"251","1","23.85","19.46","-11.0","-3.9190000000000005","14.0","21.150000000000002","63.54100000000001"
"120","1","28.3","19.61","11.0","-0.6350000000000002","10.4","22.37","91.045"
"189","1","29.450000000000003","7.300000000000001","-11.8","-3.5680000000000005","7.2","20.56","49.141999999999996"
"2483","1","42.7","23.020000000000003","11.8","14.286999999999997","11.4","13.219999999999999","116.42699999999999"
"145","1","32.25","22.78","9.0","-7.2620000000000005","15.3","22.3","94.368"
"2641","1","25.05","20.590000000000003","-9.0","-6.282000000000001","7.300000000000001","19.2","56.858000000000004"
"324","1","15.2","6.69","-11.8","-7.469","4.2","15.7","22.521"
"2579","1","48.25","25.53","11.8","1.9539999999999995","15.5","5.9","108.934"
"2309","1","24.9","15.58","-6.4","-3.9730000000000008","12.0","16.89","58.997"
"356","1","12.2","38.44","6.4","-1.5510000000000006","6.8999999999999995","19.29","81.679"
"326","1","5.0","3.7600000000000002","-10.600000000000001","14.359000000000002","2.0","14.96","29.479"
"164","1","13.600000000000001","29.36","10.600000000000001","4.877","8.3","7.500000000000001","74.23700000000001"
"256","1","20.1","8.530000000000001","-7.2","-3.664","7.700000000000001","13.370000000000001","38.836"
"152","1","30.8","10.440000000000001","7.2","-1.2050000000000005","19.4","9.690000000000001","76.325"
"248","1","37.6","31.21","8.6","-1.4630000000000005","6.800000000000001","12.280000000000003","95.027"
"242","1","6.8500000000000005","34.0","5.6","-2.528000000000001","15.1","20.900000000000002","79.92200000000001"
"222","1","32.3","7.920000000000001","5.4","-0.26700000000000035","17.6","8.280000000000001","71.233"
"218","1","15.149999999999999","2.5200000000000005","-5.4","-2.1350000000000007","7.800000000000001","10.26","28.195"
"2016","1","4.7","4.13","-13.200000000000001","-3.081000000000001","2.8","19.240000000000002","14.588999999999999"
"59","1","11.7","46.49","13.200000000000001","9.767999999999999","9.2","4.220000000000001","94.578"
"113","1","41.9","38.49","14.600000000000001","15.698999999999998","7.800000000000001","8.65","127.13900000000001"
"103","1","44.2","32.2","11.8","18.628","7.6","10.21","124.638"
"47","1","40.75","14.440000000000001","-6.2","-3.1910000000000007","8.299999999999999","17.02","71.11899999999999"
"195","1","28.75","19.700000000000003","6.2","-5.3149999999999995","14.9","31.939999999999998","96.17500000000001"
"2619","1","2.0","1.8","-12.600000000000001","-2.1540000000000004","2.5","16.6","8.146"
"2005","1","2.7","41.42","12.600000000000001","18.325","14.399999999999999","11.56","101.005"
"399","1","18.25","3.2800000000000002","-10.2","-4.9190000000000005","5.4","9.67","21.481"
"221","1","22.150000000000002","24.27","10.2","6.459","8.8","13.25","85.129"
"265","1","35.3","15.96","9.4","1.498","12.0","15.91","90.06799999999998"
"2751","1","9.8","34.17","9.4","1.705","6.6000000000000005","21.439999999999998","83.115"
"2117","1","10.0","12.29","-8.0","5.541","4.4","30.080000000000002","54.31100000000001"
"96","1","11.200000000000001","39.38","8.0","2.6649999999999996","8.100000000000001","13.86","83.205"
"2459","1","12.4","5.410000000000001","-10.2","-1.9840000000000004","4.0","15.01","24.636000000000003"
"2294","1","13.75","28.93","10.2","4.262999999999999","11.8","19.19","88.133"
"2197","1","32.9","6.760000000000001","-12.0","-0.36100000000000065","12.9","10.590000000000002","50.789"
"8","1","45.25","16.37","12.0","6.930999999999999","6.499999999999999","17.69","104.741"
"2630","1","18.0","10.99","-12.4","-8.486","14.2","18.819999999999997","41.123999999999995"
"142","1","47.1","20.64","12.4","-0.7090000000000001","7.9","14.610000000000001","101.94100000000002"
"153","1","7.0","14.580000000000002","-6.4","0.2569999999999997","14.0","23.13","52.567"
"25","1","14.45","14.49","6.4","13.282999999999998","11.0","18.410000000000004","78.03299999999999"
"295","1","11.25","12.84","-13.4","-7.047000000000001","8.7","17.98","30.323"
"2335","1","45.150000000000006","30.28","13.4","-1.1170000000000004","11.7","14.960000000000003","114.37300000000002"
"2230","1","21.15","-0.29000000000000004","-9.8","-2.2960000000000007","3.2","20.08","32.044"
"2429","1","22.6","23.520000000000003","9.8","14.421","6.699999999999999","15.610000000000001","92.65100000000001"
"2569","1","0.5499999999999998","12.42","-11.2","-3.916","14.3","11.420000000000002","23.574"
"290","1","5.0","46.480000000000004","11.2","3.633","17.7","15.110000000000001","99.123"
"257","1","7.600000000000001","1.8900000000000001","-10.8","12.236","2.9","15.120000000000001","28.946000000000005"
"258","1","22.25","39.53","10.8","1.3249999999999997","18.5","9.450000000000001","101.855"
"276","1","28.85","26.93","6.4","-6.548000000000001","6.7","16.31","78.642"
"193","1","38.55","10.620000000000001","-6.4","-4.531000000000001","9.600000000000001","14.050000000000002","61.88900000000001"
"2210","1","0.5999999999999996","22.090000000000003","-9.0","-5.755000000000001","4.7","18.43","31.065000000000005"
"58","1","39.5","13.780000000000001","9.0","2.0719999999999996","18.5","16.790000000000003","99.64200000000001"
"2169","1","4.0","16.490000000000002","-12.600000000000001","-2.0180000000000007","12.4","14.200000000000001","32.472"
"2084","1","49.3","14.07","12.600000000000001","0.5749999999999995","13.6","13.950000000000001","104.095"
"2296","1","9.45","5.2700000000000005","-14.600000000000001","0.3810000000000002","8.1","17.39","25.991"
"2572","1","36.55","16.55","14.600000000000001","9.816999999999998","18.5","22.499999999999996","118.51699999999998"
"2755","1","10.7","19.6","-11.4","-4.452000000000001","15.3","18.46","48.208"
"309","1","37.9","34.18","11.4","-0.1680000000000006","9.7","5.050000000000001","98.062"
"2678","1","7.65","2.8600000000000003","-17.6","-6.251000000000001","4.6000000000000005","26.38","17.639"
"2649","1","40.95","41.1","17.6","3.2749999999999995","6.6","29.310000000000002","138.835"
"2546","1","17.35","18.41","-10.4","-5.742","2.8000000000000003","26.040000000000003","48.45800000000001"
"2032","1","66.35","9.340000000000002","10.4","1.1549999999999994","18.0","10.59","115.83500000000001"
"2110","1","11.65","16.42","-7.2","8.009999999999998","11.6","22.330000000000002","62.81"
"202","1","24.950000000000003","32.33","7.2","2.8009999999999997","18.5","17.53","103.311"
"2382","1","16.3","3.24","-15.4","-7.784000000000001","3.7","20.73","20.785999999999998"
"235","1","55.0","34.67","15.4","19.992","19.9","12.16","157.122"
"2348","1","19.75","24.03","5.8","5.164","9.9","15.600000000000001","80.244"
"6","1","8.95","29.28","-5.8","1.5699999999999998","11.8","12.400000000000002","58.20000000000002"
"84","1","44.400000000000006","11.1","7.0","12.090999999999998","17.799999999999997","11.96","104.351"
"2229","1","14.899999999999999","26.89","-7.0","-2.205000000000001","16.4","8.46","57.445"
"2447","1","9.600000000000001","27.85","5.6","4.664999999999999","6.7","20.34","74.75500000000001"
"2305","1","24.700000000000003","3.12","-5.6","0.4069999999999996","4.9","28.8","56.32700000000001"
"233","1","21.0","10.06","-5.6","14.314","4.6","24.810000000000002","69.184"
"2306","1","11.9","13.270000000000001","5.6","-1.6780000000000008","16.4","31.16","76.652"
"2132","1","8.2","28.21","6.8","1.7979999999999996","12.100000000000001","24.97","82.078"
"26","1","9.2","19.509999999999998","-6.8","0.8319999999999999","5.5","20.67","48.912"
"2393","1","16.15","6.160000000000001","-10.600000000000001","-2.882","10.1","8.75","27.677999999999997"
"238","1","23.45","21.18","10.600000000000001","9.002","17.3","9.450000000000001","90.982"
"2127","1","-0.2999999999999998","17.53","-14.4","-2.5820000000000007","6.300000000000001","16.26","22.808"
"57","1","45.55","16.64","14.4","5.174999999999999","9.7","13.57","105.035"
"2464","1","24.200000000000003","17.71","9.0","6.056999999999999","5.4","17.9","80.267"
"2638","1","4.75","11.46","-9.0","-1.3060000000000005","5.4","24.630000000000003","35.934000000000005"
"2567","1","25.1","6.39","-9.600000000000001","-5.993","2.9","20.73","39.527"
"249","1","45.05","3.8300000000000005","9.600000000000001","15.447999999999999","15.400000000000002","21.939999999999998","111.268"
"2916","1","22.55","30.54","-11.4","-6.260000000000001","5.2","18.759999999999998","59.39000000000001"
"167","1","49.05","40.61","11.4","-3.6220000000000008","14.4","10.06","121.89800000000001"
"2000","1","25.700000000000003","17.27","-10.600000000000001","-9.302000000000001","5.9","23.740000000000002","52.708"
"239","1","28.75","45.11","10.600000000000001","-3.5220000000000002","4.800000000000001","16.96","102.69800000000001"
"70","1","8.350000000000001","11.420000000000002","-18.200000000000003","-5.262000000000001","13.8","11.879999999999999","21.988"
"278","1","21.950000000000003","54.39","18.200000000000003","18.631","18.6","10.61","142.38100000000003"
"2636","1","11.100000000000001","6.44","-13.4","-6.551","12.4","15.4","25.389000000000003"
"9","1","39.2","25.66","13.4","22.51","15.1","13.590000000000002","129.46"
"252","1","19.650000000000002","27.58","6.0","-4.542","11.5","9.700000000000001","69.888"
"12","1","18.35","18.8","-6.0","-6.664000000000001","16.2","16.8","57.486000000000004"
"2426","1","12.55","46.79","-8.6","-4.8740000000000006","12.8","6.91","65.576"
"62","1","42.400000000000006","22.310000000000002","6.8","-9.101","16.3","16.41","95.119"
"2448","1","23.609"
"151","1","23.609"
"2390","1","17.1","10.49","-8.2","-3.0320000000000005","8.9","14.36","39.618"
"99","1","9.3","20.21","11.2","15.885999999999997","13.6","20.430000000000003","90.626"
"2448","1","49.916"
"151","1","49.916"
"259","1","25.450000000000003","6.000000000000001","12.2","8.440999999999999","3.6","31.37","87.061"
"52","1","8.8","4.98","-9.2","-0.42300000000000004","4.300000000000001","13.990000000000002","22.447000000000003"
"2628","2","14.45","30.36","11.0","11.886","7.300000000000001","19.04","94.036"
"2567","2","7.850000000000001","12.88","-11.0","-2.2810000000000006","8.7","32.080000000000005","48.229000000000006"
"2032","2","17.05","8.96","-15.0","-8.183","9.0","17.87","29.697000000000003"
"333","2","55.5","20.34","15.0","12.252999999999997","9.3","14.46","126.85300000000001"
"228","2","30.05","18.07","5.4","-0.5170000000000003","4.5","17.35","74.85300000000001"
"245","2","42.35","3.87","-5.4","-3.021000000000001","6.3","19.83","63.928999999999995"
"61","2","18.3","32.07","12.8","13.088000000000001","17.0","14.48","107.73800000000001"
"2579","2","25.35","2.9000000000000004","-9.8","-3.2410000000000005","6.2","16.72","38.129"
"164","2","1.0999999999999996","3.7600000000000002","-14.8","-6.843000000000001","3.9000000000000004","25.48","12.597"
"194","2","52.25","23.65","14.8","3.722","9.5","17.810000000000002","121.732"
"167","2","17.6","4.15","-11.2","-4.206","6.000000000000001","11.27","23.614"
"275","2","21.0","45.44","11.2","3.613","19.6","10.86","111.71300000000001"
"26","2","21.8","18.95","-10.600000000000001","-7.245","10.3","19.000000000000004","52.205"
"201","2","34.0","33.3","10.600000000000001","-0.5110000000000006","8.5","13.23","99.11900000000001"
"2011","2","10.149999999999999","2.7","-15.8","-4.639","2.3","23.580000000000002","18.290999999999997"
"2","2","15.75","58.040000000000006","15.8","22.965","9.8","13.5","135.85500000000002"
"2050","2","13.3","8.920000000000002","-6.6","1.0120000000000005","15.9","22.220000000000002","54.75200000000001"
"87","2","11.600000000000001","24.26","6.6","-0.8830000000000005","9.9","15.5","66.977"
"155","2","7.65","8.38","-13.4","-6.944000000000001","2.7","25.08","23.465999999999998"
"264","2","39.3","28.09","13.4","-1.4540000000000002","7.800000000000001","17.740000000000002","104.876"
"30","2","9.25","6.07","-7.800000000000001","-4.814","6.699999999999999","14.730000000000002","24.136000000000003"
"24","2","18.0","14.24","10.8","3.1559999999999997","4.4","24.83","75.426"
"2545","2","10.850000000000001","3.67","-11.2","-1.6950000000000003","12.2","12.99","26.815"
"99","2","22.05","21.55","11.2","3.6819999999999995","5.1","21.1","84.682"
"2729","2","20.6","7.99","-14.0","-6.962000000000001","9.8","16.75","34.178000000000004"
"259","2","23.55","57.71","14.0","1.4779999999999993","11.399999999999999","11.2","119.33800000000001"
"213","2","29.35","28.880000000000003","14.0","10.9","5.6000000000000005","20.270000000000003","109.0"
"221","2","3.25","18.77","-14.0","0.36999999999999966","4.2","10.680000000000001","23.270000000000003"
"2754","2","14.149999999999999","13.16","-12.0","-4.625000000000001","15.2","21.03","46.915"
"277","2","42.6","32.910000000000004","12.0","0.018999999999999684","19.3","11.870000000000001","118.69900000000001"
"127","2","23.150000000000002","3.4200000000000004","-10.6","-3.208000000000001","5.6000000000000005","19.44","37.80200000000001"
"9","2","26.15","2.49","10.6","-1.6090000000000004","11.5","20.29","69.42099999999999"
"344","2","19.75","31.590000000000003","9.2","1.3789999999999996","8.2","7.5600000000000005","77.679"
"2306","2","11.15","6.0","-9.2","-7.596000000000001","4.0","18.26","22.614"
"2569","2","-0.40000000000000036","9.37","-12.600000000000001","-6.022","3.4000000000000004","18.44","12.187999999999999"
"2116","2","15.05","40.269999999999996","12.600000000000001","4.080999999999999","8.3","13.63","93.93099999999998"
"41","2","10.15","6.3500000000000005","-16.0","-13.906000000000002","3.2","22.52","12.313999999999997"
"68","2","48.7","44.45","16.0","-0.9310000000000003","20.5","12.21","140.929"
"2711","2","4.6","6.550000000000001","-14.200000000000001","-5.667000000000001","8.1","15.920000000000002","15.302999999999999"
"130","2","34.75","33.75","14.200000000000001","0.8139999999999994","16.5","11.02","111.03399999999999"
"2542","2","0.9000000000000004","1.96","-20.4","-2.748","1.8","21.48","2.992000000000001"
"2390","2","43.8","42.32","20.4","7.224000000000001","12.8","17.44","143.984"
"2502","2","22.4","3.7","-14.600000000000001","-8.554","3.9","15.9","22.745999999999995"
"2483","2","41.25","45.27","14.600000000000001","2.1919999999999997","19.6","9.469999999999999","132.382"
"96","2","21.0","21.560000000000002","12.2","5.629999999999999","8.899999999999999","9.110000000000001","78.39999999999999"
"57","2","23.85","6.69","-12.2","-3.718000000000001","17.8","10.77","43.19200000000001"
"2440","2","15.600000000000001","1.9500000000000002","-11.2","-1.9560000000000008","4.3","18.46","27.154"
"238","2","29.05","28.29","11.2","5.699999999999999","5.800000000000001","10.06","90.10000000000001"
"12","2","17.85","20.0","-10.4","-8.367","7.1","18.840000000000003","45.023"
"248","2","39.05","27.25","10.4","-3.8270000000000004","17.200000000000003","17.759999999999998","107.833"
"150","2","31.950000000000003","5.24","7.800000000000001","0.2729999999999997","9.100000000000001","20.120000000000005","74.483"
"77","2","12.850000000000001","11.27","-7.800000000000001","-2.1170000000000004","8.8","10.15","33.153"
"59","2","13.649999999999999","45.52","-7.2","-3.2420000000000004","11.9","13.8","74.428"
"58","2","23.5","29.64","7.2","-4.034000000000001","13.4","24.520000000000003","94.226"
"119","2","36.7","3.55","-11.2","-7.894","6.5","17.3","44.956"
"154","2","25.25","29.54","11.2","0.02999999999999936","19.5","27.57","113.09"
"2199","2","24.6","9.76","5.2","-4.0920000000000005","9.2","22.29","66.958"
"2509","2","15.65","23.470000000000002","-5.2","4.928","5.0","13.8","57.647999999999996"
"2335","2","27.900000000000002","5.73","-9.8","-6.670000000000001","6.300000000000001","10.46","33.92"
"349","2","10.3","47.19","9.8","-2.0890000000000004","17.0","18.930000000000003","101.131"
"2247","2","14.900000000000002","11.66","-11.8","-5.047000000000001","8.200000000000001","11.45","29.363000000000003"
"152","2","35.4","24.06","11.8","0.06700000000000017","11.8","13.180000000000001","96.307"
"107","2","2.0500000000000007","6.83","-14.600000000000001","-8.370000000000001","2.9","30.76","19.57"
"103","2","40.25","42.769999999999996","14.600000000000001","17.802","12.5","8.890000000000002","136.812"
"2005","2","15.3","23.01","-6.2","-5.925000000000002","6.2","17.91","50.295"
"2226","2","45.65","8.99","6.2","-3.3410000000000006","7.9","10.74","76.139"
"2305","2","16.6","23.25","9.8","17.09","5.1","23.200000000000003","95.04"
"2117","2","9.649999999999999","5.430000000000001","-9.8","-3.1370000000000005","2.9000000000000004","17.8","22.842999999999996"
"38","2","38.85","8.55","6.0","-3.505000000000001","12.600000000000001","17.17","79.665"
"158","2","19.1","34.989999999999995","-6.0","3.285","6.3","8.06","65.735"
"2084","2","32.65","20.009999999999998","6.4","1.8149999999999995","11.3","14.100000000000001","86.275"
"218","2","28.25","6.04","-6.4","-5.259","13.7","20.11","56.441"
"235","2","8.25","29.89","-5.2","0.6279999999999994","5.4","12.729999999999999","51.69799999999999"
"2426","2","5.95","31.93","5.2","1.5739999999999994","15.5","20.71","80.864"
"153","2","14.55","14.3","-9.4","-4.670000000000001","8.3","21.169999999999998","44.25"
"151","2","23.4","35.49","9.4","-4.715","13.4","17.970000000000002","94.94500000000001"
"2681","2","14.950000000000003","2.4600000000000004","-15.4","-2.7520000000000007","7.5","17.900000000000002","24.658000000000005"
"183","2","43.3","23.18","15.4","0.3539999999999992","13.900000000000002","21.46","117.594"
"47","2","20.4","3.7800000000000002","-13.0","1.5629999999999997","4.0","10.96","27.703"
"2309","2","14.05","54.269999999999996","13.0","8.16","6.9","16.44","112.82"
"2415","2","1.7000000000000002","12.120000000000001","-11.8","-3.3290000000000006","2.7","16.53","17.921"
"2006","2","28.75","22.39","11.8","1.9859999999999998","12.200000000000001","10.71","87.83600000000001"
"2320","2","-0.4500000000000002","5.5200000000000005","-20.4","-9.511000000000001","2.6","18.450000000000003","-3.790999999999997"
"2641","2","41.25","55.71","20.4","17.555999999999997","18.9","12.64","166.45600000000002"
"79","2","42.55","18.5","-12.0","-7.982000000000001","14.5","13.280000000000001","68.848"
"145","2","57.400000000000006","32.67","12.0","15.706999999999997","18.6","7.109999999999999","143.48700000000002"
"2193","2","1.5","6.54","-16.200000000000003","-5.038","5.5","21.299999999999997","13.601999999999993"
"2633","2","20.65","39.94","16.200000000000003","15.402","15.9","22.770000000000003","130.862"
"66","2","11.5","1.2000000000000002","-7.0","-3.607","4.0","21.19","27.283"
"2294","2","11.15","11.61","7.0","1.8039999999999994","4.9","14.580000000000002","51.044"
"120","2","14.55","52.730000000000004","11.2","5.114","8.0","15.51","107.10400000000001"
"189","2","20.3","1.03","-11.2","-8.605","4.2","20.54","26.265"
"113","2","12.0","11.600000000000001","-9.2","-6.296000000000001","10.7","14.98","33.784000000000006"
"290","2","23.05","29.29","9.2","-2.4910000000000005","12.4","11.72","83.16900000000001"
"2026","2","37.75","13.3","12.2","12.899000000000001","6.2","19.96","102.309"
"2429","2","5.800000000000001","5.18","-12.2","-3.3780000000000006","6.199999999999999","21.15","22.752"
"2198","2","-1.75","19.4","-8.2","0.7610000000000001","9.4","16.48","36.090999999999994"
"276","2","32.85","10.73","8.2","12.270999999999999","16.0","17.69","97.741"
"2630","2","41.1","11.49","-9.8","-3.2280000000000006","8.2","23.85","71.612"
"2393","2","54.05","16.16","9.8","17.03","17.4","20.55","134.99"
"2582","2","20.4","9.9","-12.4","-5.421000000000001","16.4","15.32","44.199"
"2348","2","42.55","33.63","12.4","4.138","19.4","13.379999999999999","125.49800000000002"
"2433","2","22.45","8.25","5.2","10.787999999999998","13.0","16.35","76.038"
"2572","2","30.25","3.24","-5.2","-1.0180000000000007","6.300000000000001","14.04","47.612"
"5","2","7.65","32.71","-9.600000000000001","-4.871","6.800000000000001","9.81","42.498999999999995"
"324","2","23.4","45.230000000000004","9.600000000000001","-3.4450000000000003","9.5","6.7","90.985"
"239","2","41.45","10.86","8.4","0.31499999999999995","8.299999999999999","15.319999999999999","84.645"
"2636","2","14.600000000000001","11.16","-8.4","-4.3980000000000015","5.4","19.65","38.012"
"282","2","3.1","15.200000000000001","-9.8","0.8289999999999993","13.6","21.660000000000004","44.589"
"97","2","15.400000000000002","22.330000000000002","9.8","0.4129999999999998","6.1000000000000005","29.21","83.253"
"2751","2","10.3","10.7","-10.4","-8.217","3.6","22.490000000000002","28.473"
"142","2","47.55","16.61","10.4","-0.2160000000000002","10.3","9.610000000000001","94.254"
"2640","2","36.4","2.0","-8.2","-5.299","14.4","15.780000000000001","55.081"
"326","2","21.200000000000003","21.810000000000002","8.2","3.0329999999999995","6.800000000000001","14.07","75.113"
"50","2","9.700000000000001","9.72","-15.4","-2.1090000000000004","3.6000000000000005","12.93","18.441000000000003"
"2653","2","42.15","27.01","15.4","16.771","12.899999999999999","19.57","133.801"
"2535","2","31.0","8.69","-7.0","-4.718","4.6000000000000005","16.67","49.242"
"52","2","37.35","13.05","7.0","14.874999999999998","5.4","20.01","97.68500000000002"
"2710","2","25.85","3.5100000000000002","-9.0","-4.392","4.4","14.23","34.598"
"356","2","33.95","18.37","9.0","7.962999999999999","4.300000000000001","30.990000000000002","104.57300000000001"
"258","2","19.700000000000003","9.790000000000001","-5.8","-2.5290000000000004","15.9","17.43","54.491"
"84","2","21.15","18.29","5.8","-1.9980000000000002","7.4","11.73","62.372"
"8","2","17.7","21.48","-6.4","-4.293000000000001","5.700000000000001","16.68","50.867000000000004"
"36","2","32.650000000000006","8.23","6.4","-1.3310000000000004","6.1","24.48","76.52900000000001"
"254","2","17.55","9.790000000000001","7.2","18.124","5.9","13.98","72.544"
"2459","2","6.300000000000001","6.28","-7.2","5.981999999999999","8.3","25.98","45.642"
"311","2","27.15","7.510000000000001","5.6","6.387","9.2","25.01","80.857"
"98","2","38.150000000000006","2.41","-5.6","14.741999999999997","3.6","19.939999999999998","73.24199999999999"
