coastal-carolina-chanticleers,13/17,241,14.2,4,1,--,44,333,7.6,4,34,13,241,18.5,4,81,1,0,0,66,30,1,6,3,2,0,3,28,9.3,11,0,2,17,8.5,16,0,1/1,100.0,34,7/7,10,1,57,57.0,0,0,57
campbell-fighting-camels,16/34,218,6.4,1,0,--,29,88,3.0,2,31,16,218,13.6,1,38,2,0,0,78,30,0,2,1,1,0,1,19,0,6,116,19.3,25,0,0/1,0.0,0,3/3,3,6,257,42.8,0,0,49
georgia-state-panthers,19/34,139,4.1,0,1,--,43,173,4.0,2,24,19,139,7.3,0,15,1,0,0,59,34,1,3,2,1,1,1,1,1,1,26,26.0,26,0,1/2,50.0,40,1/3,4,6,302,50.3,0,0,57
memphis-tigers,19/27,269,10.0,5,1,--,35,410,11.7,3,72,19,269,14.2,5,48,68,44,2,8,2,5,0,1,1,0,4,49,12.3,14,0,5,76,15.2,47,0,1/1,100.0,28,8/8,11,2,79,39.5,0,0,50
alabama-crimson-tide,19/28,306,10.9,4,1,--,44,210,4.8,3,43,19,306,16.1,4,79,1,1,1,53,31,4,6,6,4,1,2,70,1,2,101,50.5,74,0,1,37,37.0,37,0,2/3,66.7,44,8/8,14,2,74,37.0,0,0,39
ole-miss-rebels,7/22,133,6.0,1,2,--,37,115,3.1,0,21,7,133,19.0,1,75,1,1,1,76,38,1,6,1,3,0,1,0,0,2,23,11.5,19,0,0/0,0.0,0,1/1,1,9,365,40.6,0,0,48
georgia-southern-eagles,3/9,60,6.7,0,0,--,43,80,1.9,1,9,3,60,20.0,0,40,1,1,1,79,41,1,2,4,0,0,2,0,0,1,10,10.0,10,0,0/0,0.0,0,1/1,1,8,312,39.0,0,0,44
clemson-tigers,21/31,286,9.2,1,2,--,46,309,6.7,4,40,21,286,13.6,1,57,1,1,1,72,26,5,7,1,1,0,2,2,1.0,2,0,1/3,33.3,37,5/5,8,1,32,32.0,0,0,32
middle-tennessee-blue-raiders,20/30,130,4.3,1,1,--,38,158,4.2,0,16,20,130,6.5,1,41,1,1,0,65,29,2,5,2,0,0,1,7,7.0,7,0,0/0,0.0,0,1/1,1,6,276,46.0,0,0,56
georgia-bulldogs,17/21,223,10.6,4,0,--,35,261,7.5,2,66,17,223,13.1,4,65,1,0,1,75,33,0,2,2,0,0,1,26,0,1,6,6.0,6,0,2,90,45.0,70,1,0/0,0.0,0,7/7,7,3,138,46.0,0,0,55
ohio-state-buckeyes,24/38,344,9.1,2,0,--,42,182,4.3,1,18,24,344,14.3,2,63,0,0,1,69,43,3,7,5,2,2,2,41,1,2,52,26.0,38,0,1,0,0.0,0,0,2/3,66.7,30,4/4,10,6,223,37.2,0,0,42
tcu-horned-frogs,24/40,308,7.7,1,2,--,36,203,5.6,3,93,24,308,12.8,1,51,1,1,0,70,52,1,7,6,3,0,4,56,14.0,19,0,0/1,0.0,0,4/4,4,5,211,42.2,0,0,51
oklahoma-sooners,21/29,348,12.0,3,0,--,39,171,4.4,1,22,21,348,16.6,3,75,1,1,0,71,33,1,7,3,4,0,1,7,0,2,32,16.0,23,0,1,0,0.0,0,0,3/3,100.0,42,4/4,13,2,97,48.5,0,0,53
iowa-state-cyclones,25/36,360,10.0,2,1,--,29,87,3.0,1,16,25,360,14.4,2,57,0,0,1,73,39,1,7,2,4,0,1,0,0.0,0,0,2/2,100.0,34,3/3,9,3,125,41.7,0,0,48
